label	col_00	col_01	col_02	col_03	col_04	col_05	col_06	col_07	col_08	col_09
2	741 m/s	0.6165	motor sports	Moreno Valley, Los Angeles	-0.1025	baseball, golf	0.6652	459	San Francisco, Bakersfield	0.8707
4	85 m/s	1.2904	running	Sacramento	0.5893	basketball	0.5906	632	Long Beach, Oakland	0.5825
0	1124 m/s	0.0237	golf	San Jose, Santa Ana	0.4906	badminton	1.0078	162	San Diego	0.429
3	1167 m/s	0.2921	football	San Bernardino, Stockton, Fremont, Fresno, Chula Vista, San Francisco, Bakersfield	-0.085	track & field	1.1446	4	irvine, riverside, los angeles, modesto	0.9335
3	811 m/s	0.1894	football	Fresno, Fremont, Stockton, San Bernardino, Bakersfield	0.0483	football, soccer	0.8977	257	Riverside, Los Angeles	1.424
2	1221 m/s	1.2961	volleyball	OAKLAND	0.5889	running	0.9539	-231	riverside, los angeles, irvine, stockton, modesto	1.0097
1	1140 m/s	0.4852	boxing	Long Beach, San Diego	1.3364	volleyball, football	1.1641	1607	San Bernardino	0.4181
3	796 m/s	0.2295	soccer	Chula Vista, San Bernardino, San Francisco	0.5985	tennis	0.5198	434	Los Angeles, Modesto	0.7566
0	1023 m/s	0.4514	tennis	Riverside, San Jose	0.7876	Badminton	0.898	-218	Bakersfield, Fremont, San Francisco	-0.1642
1	800 m/s	1.2555	boxing	Modesto, San Diego	1.3267	soccer	1.0829	1038	Moreno Valley	1.09
4	-88 m/s	0.0177	volleyball	Sacramento	0.3016	boxing, basketball, ice hockey	0.3753	818	Long Beach, Oakland, San Jose	1.3035
1	873 m/s	0.6624	golf	Long Beach, Modesto	0.9646	football, volleyball	1.1052	1328	Moreno Valley	1.2199
3	1175 m/s	0.2691	football	Sacramento	0.1033	tennis	1.1864	240	Riverside, Irvine	0.6176
1	923 m/s	0.4303	boxing	Modesto, San Diego	0.7992	soccer, football	1.2215	397	Moreno Valley	0.9299
3	1167 m/s	0.1421	badminton	Los Angeles, Anaheim	0.2111	track & field	1.2978	198	Stockton, Modesto, Los Angeles, Riverside, Irvine	1.2722
2	804 m/s	NULL	track & field	Los Angeles, Oakland	-0.2495	golf	1.0674	498	Santa Clarita	1.1645
1	714 m/s	0.2379	boxing	Long Beach, Modesto	0.7914	soccer	0.7518	948	Moreno Valley	0.8244
4	426 m/s	0.6832	running	Sacramento	0.5909	ice hockey, boxing	0.614	1218	San Jose, Anaheim, Oakland	0.871
3	899 m/s	-0.0894	BADMINTON	bakersfield	0.5085	track & field	1.1847	799	Irvine, Santa Ana, Stockton, Los Angeles, Riverside	0.9624
2	928 m/s	0.1378	volleyball	Anaheim	-0.0396	running, baseball	1.1148	742	Sacramento	0.3282
3	1390 m/s	0.1994	badminton	Fremont, Bakersfield	0.2755	tennis	1.038	166	Riverside	0.9783
0	1101 m/s	0.1688	baseball	Irvine	0.5854	badminton	0.0162	-53	Sacramento	0.8934
0	858 m/s	-0.2696	basketball	Irvine	0.0829	badminton	0.539	-223	San Diego	0.6415
2	998 m/s	1.3313	volleyball	Anaheim, Oakland, Moreno Valley	0.2846	Badminton	0.3905	596	Fresno, Chula Vista, Santa Clarita, Bakersfield, San Francisco	1.036
4	841 m/s	0.093	soccer	Sacramento	0.7593	boxing, motor sports, ice hockey	0.6843	751	Anaheim, Long Beach, Oakland	0.9869
2	775 m/s	0.278	track & field	Oakland	0.3653	tennis	1.1272	371	Fresno, Fremont, Chula Vista, Santa Clarita	0.8552
3	863 m/s	0.295	track & field	San Francisco, Santa Clarita, Fremont, Fresno, Chula Vista, San Bernardino	0.3988	track & field	0.6742	405	Riverside, Los Angeles, Modesto	1.3247
2	1058 m/s	0.7397	track & field	Anaheim, Los Angeles, Oakland	0.2631	running, baseball	0.6687	786	Chula Vista, Fresno, Fremont	1.0793
2	1184 m/s	0.6307	volleyball	Anaheim, Oakland, Los Angeles	0.1938	golf	None	251	Fresno	0.7557
0	778 m/s	-0.1402	basketball	Santa Ana, Irvine	0.3027	badminton	0.6352	-209	Sacramento	0.1075
4	307 m/s	1.0515	running	Sacramento	0.8166	ice hockey, boxing, motor sports	0.3874	937	Anaheim, Long Beach, San Jose	0.926
0	1060 m/s	0.8089	basketball	Santa Ana, Irvine	0.5104	badminton	0.6413	226	Sacramento	-0.4471
1	712 m/s	-0.1239	golf	Long Beach	0.889	volleyball	0.8623	488	Oakland, Long Beach	0.6866
2	1540 m/s	-0.5374	track & field	Los Angeles, Anaheim	0.3727	running	0.5656	468	Santa Clarita	0.3459
0	1254 m/s	1.4706	ICE HOCKEY		-0.1671	badminton	0.3802	217	San Diego	-0.2627
1	1343 m/s	0.1988	tennis	Long Beach	0.8647	volleyball, football	1.7565	665	Moreno Valley	0.681
0	982 m/s	0.3284	basketball	Santa Ana, Riverside, San Jose	0.9528	badminton	1.0189	92	Santa Clarita	0.5655
1	540 m/s	0.4377	boxing	Chula Vista	0.9576	football	1.2004	538	San Bernardino	0.7657
0	771 m/s	0.214	ice hockey	SANTA ANA, RIVERSIDE, IRVINE	0.3554	badminton	0.6702	148	Sacramento	0.1419
1	940 m/s	-0.2237	boxing	Long Beach, San Diego	0.7685	football, soccer	1.057	1049	San Bernardino	1.1935
0	931 m/s	-0.1375	ice hockey	San Jose	0.5431	badminton	0.932	231	Anaheim	0.5356
0	797 m/s	0.6713	ice hockey	San Jose, Santa Ana, Riverside	0.2375	badminton	0.6224	-320	San Diego	0.1365
1	707 m/s	1.2853	boxing	Modesto	0.4748	volleyball	1.3107	430	San Bernardino	1.048
4	240 m/s	0.9004	volleyball	Sacramento	0.9966	basketball, ice hockey	-0.3823	810	Oakland, Anaheim, San Jose	0.8967
4	-26 m/s	0.1869	soccer	Santa Ana, Irvine, Riverside	0.7644	basketball	-0.2961	610	Long Beach	0.4987
2	911 m/s	0.6688	volleyball	aNAHEIM	0.135	baseball	1.4886	119	San Bernardino	1.0837
0	1154 m/s	0.3312	ice hockey	Riverside	0.4976	badminton	1.362	-166	Irvine, Modesto, Los Angeles, Santa Ana	0.7895
2	1371 m/s	0.4929	track & field	San Diego, Long Beach	0.1747	golf	1.0531	1108	Chula Vista, San Francisco, Fremont, Santa Clarita, Fresno	0.9155
3	1178 m/s	-0.0661	baseball	Fresno, Stockton, Bakersfield, San Francisco, Chula Vista, Fremont, San Bernardino	1.1414	tennis	0.6612	578	Modesto, Riverside, Los Angeles, Irvine, Stockton	1.183
3	1059 m/s	0.2991	baseball	stockton, santa clarita	0.7643	track & field	0.901	-68	Modesto, Riverside	1.2543
1	612 m/s	0.4029	golf	Modesto, Long Beach	1.0649	football	0.8809	526	San Bernardino	0.9737
2	1208 m/s	0.3185	volleyball	Moreno Valley	0.1695	baseball	0.5672	614	Fremont, Santa Clarita, Chula Vista, Fresno, San Francisco	0.3857
3	735 m/s	0.447	BASEBALL	Stockton	0.3721	track & field	0.5139	-232	Stockton, Irvine, Los Angeles, Modesto	0.8011
0	1401 m/s	0.5037	tennis	Irvine, San Jose, Santa Ana	0.6742	None	0.2802	-324	San Diego	0.3562
1	1119 m/s	0.2107	golf	San Jose, Irvine, Santa Ana	0.9995	volleyball	0.6016	1141	San Jose, Anaheim, Long Beach	0.7294
2	1336 m/s	0.6155	golf	Moreno Valley, Oakland	0.1898	baseball	1.3711	402	San Francisco, Fremont, Bakersfield	0.6425
4	768 m/s	0.7102	running	Sacramento	0.5614	motor sports, boxing, basketball	0.3802	459	Moreno Valley	0.7397
4	436 m/s	-0.0243	running	Sacramento	0.5388	boxing, motor sports	-0.2701	365	Anaheim	0.8898
2	544 m/s	0.0428	volleyball	Los Angeles, Anaheim	0.6078	track & field	0.7845	493	Fresno, Fremont, Bakersfield	1.1296
2	868 m/s	N/A	track & field	Anaheim, Los Angeles	0.0792	golf, baseball	1.2923	976	Fremont, San Francisco	0.6878
3	1301 m/s	0.6503	motor sports	Sacramento	0.9201	tennis	0.6979	752	Riverside, Los Angeles	0.575
2	1336 m/s	0.8863	track & field	Anaheim, Los Angeles	-0.0527	baseball, running	0.9309	442	NULL	1.5399
1	791 m/s	0.1995	boxing	Santa Ana, Irvine, San Jose	0.883	soccer, football	1.5222	655	San Bernardino	1.2628
1	780 m/s	0.9578	boxing	Modesto	0.5357	soccer	1.0185	606	Moreno Valley	0.8187
1	573 m/s	0.2706	golf	San Diego	1.4075	football, volleyball	0.9426	327	San Bernardino	1.1981
4	1066 m/s	None	soccer	NULL	0.6745	basketball, ice hockey	0.6849	437	Oakland, Anaheim	1.3699
4	-202 m/s	0.8632	running	Sacramento	0.6292	boxing, ice hockey, basketball	0.0898	847	Oakland, Long Beach, Anaheim	0.5632
3	1146 m/s	-0.0033	volleyball	Santa Clarita, San Bernardino	0.2623	track & field	0.9502	701	Riverside, Modesto, Irvine, Santa Ana, Los Angeles	0.7269
3	1273 m/s	-0.0155	baseball	san francisco, stockton, fremont, fresno, bakersfield	-0.1988	track & field	0.8016	-60	Riverside	0.4508
0	1083 m/s	0.1221	ice hockey	San Jose, Santa Ana	1.1091	badminton	0.8984	188	Sacramento	0.2396
4	640 m/s	0.6461	badminton	Sacramento	0.3648	boxing	-0.1005	400	Long Beach	0.2545
3	523 m/s	0.446	running	San Francisco, Santa Clarita, Fremont, Stockton	0.3015	track & field	0.8075	546	Los Angeles, Santa Ana, Riverside, Stockton, Modesto	0.5401
3	663 m/s	0.3238	baseball	Fremont, Stockton, Chula Vista, San Francisco, Santa Clarita, San Bernardino, Bakersfield	0.3603	tennis	1.3476	261	Stockton, Modesto, Riverside, Santa Ana, Irvine	1.0055
1	704 m/s	0.8122	boxing	Modesto, Long Beach	0.5325	volleyball	0.8703	1146	Moreno Valley	1.0268
1	1506 m/s	0.0997	boxing	San Diego, Modesto	0.9863	volleyball	1.2146	1029	MORENO VALLEY	0.5094
3	236 m/s	0.1481	baseball	San Francisco, Fresno, Chula Vista	0.9617	track & field	0.8815	403	Santa Ana, Los Angeles, Irvine	1.3989
1	1105 m/s	0.3694	golf	San Diego	1.0759	soccer, football	0.9035	1660	Moreno Valley	1.0171
0	1148 m/s	-0.2198	basketball	Riverside, Santa Ana, San Jose	0.7881	badminton	0.4861	-593	San Diego	0.3344
1	815 m/s	0.6636	golf	Modesto, San Diego	0.9602	soccer, volleyball	1.1664	616	Moreno Valley	1.5925
3	978 m/s	-0.41	badminton	Bakersfield, San Francisco, San Bernardino, Chula Vista, Fremont, Fresno	0.3638	tennis	1.0258	-2	Los Angeles, Modesto	0.8614
2	597 m/s	0.6775	motor sports	Los Angeles, Moreno Valley, Anaheim	0.3771	baseball	1.1285	452	Chula Vista, Fremont	1.0117
4	643 m/s	0.5075	soccer	Sacramento	0.8837	basketball, boxing	-0.2001	60	San Jose, Anaheim	0.9031
1	666 m/s	1.026	boxing	Long Beach	0.9211	golf, running	0.8539	853	San Bernardino	0.6965
1	1099 m/s	1.1865	golf	Long Beach, Modesto	1.0576	volleyball	1.3769	701		0.7457
4	375 m/s	0.1846	soccer	sACRAMENTO	1.1565	basketball	-0.0502	929	Oakland, Anaheim, San Jose	0.9327
3	1059 m/s	0.8768	football	Stockton, Fresno	0.4357	track & field	0.5659	885	Riverside, Los Angeles, Irvine, Modesto, Santa Ana	1.0061
1	1235 m/s	0.259	golf	Sacramento	0.7133	volleyball, soccer	1.2865	890	Moreno Valley	1.1757
2	969 m/s	0.1622	track & field	Oakland, Anaheim, Moreno Valley	0.341	golf, baseball	0.8637	730	Chula Vista	1.7277
2	1231 m/s	-0.0919	track & field	Oakland, Los Angeles, Anaheim	0.3375	golf	0.4997	N/A	Fremont	0.6494
1	737 m/s	0.0249	boxing	Sacramento	0.7201	volleyball, football	0.8973	776	San Bernardino	1.6405
3	823 m/s	0.112	baseball	Stockton, San Francisco, Chula Vista, Fresno, Santa Clarita	0.3819	tennis	0.3757	64	Riverside, Santa Ana	1.2413
3	1465 m/s	0.2774	soccer	Chula Vista, Bakersfield, Fresno, San Bernardino, Fremont	0.4275	track & field	1.1855	-65	Irvine, Modesto	0.6147
0	998 m/s	0.5342	basketball	Oakland	0.9118	badminton	0.8338	142	Bakersfield, Fremont, Fresno, Santa Clarita	0.1638
2	854 m/s	0.7774	volleyball	Anaheim, Oakland, Moreno Valley	0.4651	track & field	1.2121	707	Chula Vista, Santa Clarita, San Francisco, Fresno, Bakersfield	0.8436
1	1372 m/s	0.208	boxing	Modesto, San Diego	0.8563	football, volleyball	0.8852	1025	Moreno Valley	0.4608
2	1032 m/s	0.1129	running	Irvine	0.1307	baseball, running	0.4706	719	Bakersfield, Fresno, San Francisco	1.0199
0	1087 m/s	0.785	tennis	Riverside, Santa Ana	0.1669	badminton	0.835	-262	Sacramento	0.5699
4	358 m/s	0.4878	running	Sacramento	0.5245	ice hockey, motor sports, basketball	0.1094	1171	Long Beach, Anaheim	0.8769
1	802 m/s	1.0133	boxing	Modesto	0.8071	football, soccer	0.8411	997	Moreno Valley	1.0002
1	1160 m/s	0.2067	boxing	San Diego	0.9194	football, soccer	0.7851	673	San Bernardino	0.6821
0	806 m/s	0.6273	ice hockey	Irvine, Santa Ana, Riverside	0.6365	badminton	0.8127	398	Sacramento	0.5254
2	2010 m/s	0.3565	track & field	Los Angeles	0.2631	golf, baseball	1.154	795	Chula Vista, Fresno, Santa Clarita, Fremont	1.2255
0	683 m/s	0.7422	basketball	Irvine	0.9889	badminton	0.7897	31	Sacramento	0.6527
2	809 m/s	0.305	track & field	Anaheim, Los Angeles	-0.4275	running, baseball	1.1265	748	Chula Vista, Santa Clarita	0.5503
2	766 m/s	0.1294	track & field	Oakland	0.1989	baseball, golf	0.8504	554	Fresno	0.8704
2	1212 m/s	-0.0211	track & field	Oakland, Anaheim	0.5402	golf, baseball	0.5029	700	Fresno, Fremont, Bakersfield, Santa Clarita	1.0062
0	574 m/s	0.4617	ice hockey	San Jose	0.8358	badminton	0.7316	831	Sacramento	0.0857
4	348 m/s	0.5945	running	sacramento	0.7006	boxing, ice hockey, basketball	0.3166	504	Sacramento	0.9681
1	857 m/s	0.3224	golf	Long Beach, Modesto	0.9822	football	1.3166	340	San Bernardino	0.7565
1	562 m/s	0.7306	boxing	Modesto, Long Beach	0.5102	soccer, volleyball	0.8011	1070	San Bernardino	0.9621
2	727 m/s	0.6134	track & field	Los Angeles, Oakland	0.3197	baseball	1.1826	1014	Chula Vista	0.7373
2	1299 m/s	0.2048	track & field	Moreno Valley, Los Angeles	-0.1538	running	0.5417	690	n/a	0.6061
0	981 m/s	0.0184	ice hockey	Riverside, San Jose	0.2795	badminton	0.5391	539	Los Angeles	0.3686
3	1007 m/s	0.1776	badminton	Santa Clarita, Stockton, San Bernardino, Fresno, Chula Vista	0.4315	tennis	0.5282	345	Santa Clarita	1.2067
0	838 m/s	-0.2782	ice hockey	San Jose, Riverside, Irvine	0.7907	Badminton	0.3843	-323	San Diego	0.3034
0	611 m/s	-0.0752	track & field	Riverside	0.8775	badminton	-0.0335	-385	Sacramento	0.1204
3	1232 m/s	0.477	football	Bakersfield, San Bernardino, Stockton	0.583	track & field	1.2624	456	Irvine, Stockton	0.8776
4	131 m/s	0.5963	running	Sacramento	0.5518	basketball, ice hockey, boxing	0.3161	1041	Oakland	0.434
0	1190 m/s	0.5773	volleyball	Riverside, Irvine	0.6763	badminton	1.2265	-20	San Diego	0.1966
3	674 m/s	-0.0862	boxing	Bakersfield, Stockton	0.6571	tennis	0.9989	447	Riverside	0.6487
4	910 m/s	1.0393	soccer	Sacramento	0.7677	motor sports	0.0649	927	Fresno, San Francisco	1.2262
2	785 m/s	0.193	track & field	Los Angeles, Oakland, Moreno Valley	0.4938	running	1.1712	1118	Santa Clarita	0.9914
3	1119 m/s	0.2796	motor sports	Fremont	0.5494	track & field	0.3696	-137	Modesto, Stockton, Los Angeles, Riverside	0.8549
4	521 m/s	0.7121	soccer	Sacramento	0.6864	boxing	0.4183	600	aNAHEIM	0.8479
2	880 m/s	0.7262	running	Oakland, Moreno Valley	0.3264	running	1.1325	-237	Santa Clarita, San Francisco, Bakersfield, Fremont	1.1919
2	892 m/s	-0.1957	motor sports	Anaheim	0.3385	golf	1.0406	594	Santa Clarita, San Francisco, Chula Vista	1.0761
1	838 m/s	-0.2041	boxing	Modesto	1.2109	soccer, volleyball	1.5217	684	San Bernardino	1.0086
1	720 m/s	0.5219	boxing	Long Beach, San Diego	0.7414	soccer	0.9152	148	San Bernardino	0.8148
0	836 m/s	0.3433	BASEBALL	Irvine, Santa Ana, San Jose	0.4026	badminton	0.8061	457	San Diego	-0.0167
0	1640 m/s	0.6899	ice hockey	sAN dIEGO, mODESTO	0.774	badminton	1.2168	-53	Sacramento	-0.0397
4	471 m/s	0.6553	motor sports	Sacramento	0.8446	motor sports, boxing	0.6898	1557	San Jose, Long Beach, Oakland	0.6789
0	1225 m/s	0.3014	tennis	Riverside, Irvine	0.8867	badminton	0.7643	-147	San Diego	0.3658
3	845 m/s	-0.0921	baseball	Chula Vista, San Francisco, Fremont, Fresno, San Bernardino, Bakersfield, Stockton	0.3144	track & field	0.556	623	Fremont, San Francisco, Fresno, Chula Vista	1.1536
2	740 m/s	0.1178	ice hockey	Oakland	0.3834	baseball	0.6895	341	Moreno Valley	0.4046
1	824 m/s	0.333	golf	Long Beach	0.954	soccer	1.1697	1356	San Bernardino	1.3896
1	658 m/s	0.3755	golf	San Diego, Modesto	0.6168	football	0.6184	126	Moreno Valley	1.1371
3	949 m/s	-0.4261	baseball	Stockton, Bakersfield, Fresno, Chula Vista, San Bernardino	0.4535	baseball	1.1819	720	Los Angeles, Santa Ana, Modesto, Irvine, Riverside	1.4484
1	656 m/s	0.0249	track & field	Modesto	0.7842	volleyball	1.0316	-258	San Bernardino	0.74
3	1269 m/s	0.1116	boxing	Fremont	0.4878	track & field	0.8915	980	Los Angeles, Riverside, Stockton, Modesto, Santa Ana	0.9797
4	519 m/s	0.0646	running	Sacramento	0.8394	motor sports, boxing, ice hockey	-0.0608	-79	San Jose	0.6966
4	747 m/s	1.6025	SOCCER	Sacramento	0.6525	boxing	0.0033	466	Anaheim	0.7918
3	918 m/s	-0.7556	badminton	Fresno	0.4747	track & field	0.816	447	Moreno Valley	0.898
1	1165 m/s	0.238	golf	San Diego, Modesto	0.8078	volleyball	1.0889	995	San Bernardino	0.7975
1	894 m/s	0.3479	boxing	Chula Vista, Fremont	0.7776	volleyball, football	1.6347	170	San Bernardino	1.3929
4	389 m/s	0.63	running	San Jose, Irvine, Santa Ana	1.2678	motor sports, basketball, boxing	0.338	317	Anaheim, Oakland	0.8802
1	1111 m/s	0.5981	boxing	Long Beach	0.7134	football	0.9247	660	Moreno Valley	0.8463
2	817 m/s	0.8093	track & field	Los Angeles, Moreno Valley, Anaheim	0.0984	running	0.4974	503	Fremont, Fresno	0.7579
2	1140 m/s	1.2766	motor sports	Los Angeles, Oakland, Moreno Valley	-0.2463	golf, running	0.8605	713	Santa Clarita, Chula Vista, Fremont, Bakersfield, Fresno	0.9682
3	1036 m/s	0.2033	badminton	Fremont, Santa Clarita, San Francisco, Fresno, Stockton, San Bernardino	0.1756	tennis	1.1658	60	Stockton	1.389
0	1338 m/s	0.4951	tennis	Santa Ana, Riverside, Irvine	0.5267	badminton	0.9582	69	Sacramento	1.0557
2	727 m/s	0.4735	volleyball	Oakland, Moreno Valley	-0.0658	baseball, golf	0.7573	609	San Francisco, Fresno, Bakersfield, Chula Vista	0.7291
0	1150 m/s	-0.2612	basketball	Santa Ana, Irvine, Riverside	0.2644	badminton	0.8235	-723	San Jose, Long Beach, Anaheim	-0.1991
2	926 m/s	0.494	volleyball	Los Angeles	0.4315	golf	1.1087	259	San Francisco, Chula Vista, Fremont	0.7137
2	891 m/s	1.2885	motor sports	Moreno Valley, Los Angeles	0.4994	running, golf	0.2714	976	Fresno, Bakersfield, Santa Clarita	1.3642
4	644 m/s	0.9897	running	Sacramento	1.2102	boxing	0.4713	1318	Chula Vista, Santa Clarita, Bakersfield, Fresno, Fremont	1.1677
4	659 m/s	1.0956	running	Sacramento	0.0359	ice hockey	0.7178	1787	San Jose	1.1404
4	198 m/s	0.3714	running	Sacramento	0.7845	ice hockey, basketball	1.0275	1310	Oakland	1.0619
0	997 m/s	0.1769	tennis	Irvine, Riverside, Santa Ana	0.7901	badminton	1.0551	359	San Diego	1.0436
1	591 m/s	0.188	Golf	Modesto	1.1369	volleyball	0.8793	281	San Bernardino	0.891
2	507 m/s	0.5697	MOTOR SPORTS	Oakland	-0.1312	baseball, running	1.2194	991	San Francisco, Santa Clarita, Chula Vista, Bakersfield, Fresno	1.9544
3	627 m/s	0.2665	baseball	San Francisco, Fremont, Fresno, Chula Vista, Santa Clarita	0.3278	track & field	1.0706	633	Riverside, Santa Ana, Modesto	1.1599
3	874 m/s	-0.2762	baseball	Bakersfield, San Bernardino, Fremont, Stockton	0.8269	tennis	0.8871	681	Stockton, Riverside	1.2872
4	422 m/s	0.7184	running	San Jose, Santa Ana	1.0547	basketball, boxing, motor sports	0.2918	534	Oakland, Long Beach, San Jose	0.3783
2	1122 m/s	0.8726	track & field	Oakland, Los Angeles, Anaheim	-0.3687	running, golf	1.1242	222	Fremont, San Francisco, Bakersfield, Fresno	0.9843
1	833 m/s	0.1985	golf	San Diego, Long Beach	1.2892	football	1.0117	508	Anaheim, Oakland, San Jose	0.9786
2	1023 m/s	0.2377	track & field	Anaheim	0.2329	baseball	0.9016	872	Chula Vista, Fresno, Bakersfield, San Francisco, Santa Clarita	0.2459
3	830 m/s	-0.3236	football	Fresno	0.5138	track & field	0.5946	503	Los Angeles, Irvine, Santa Ana	0.7147
4	670 m/s	0.5625	running	Sacramento	0.7907	NULL	0.2525	837	san jose, long beach, oakland	0.7425
0	901 m/s	0.8732	ice hockey	Riverside, Santa Ana	0.5335	badminton	0.7943	704	San Diego	0.2989
4	280 m/s	-0.1007	soccer	SACRAMENTO	0.8011	basketball, boxing	0.3659	128	NULL	0.3342
1	965 m/s	0.6531	boxing	San Diego	0.8478	football	1.0415	172	San Bernardino	0.9388
1	374 m/s	0.6376	boxing	San Diego, Long Beach	1.0602	volleyball, soccer	0.875	1452	San Bernardino	1.3027
4	505 m/s	0.4572	football	Sacramento	0.8999	basketball	0.0152	735	San Jose	-0.0415
2	1063 m/s	-0.0486	golf	Moreno Valley, Los Angeles, Oakland	0.183	golf	0.8608	-132	bAKERSFIELD, fREMONT, sAN fRANCISCO, cHULA vISTA, sANTA cLARITA	0.6548
4	381 m/s	0.4996	golf	Sacramento	0.2462	boxing, ice hockey	0.243	587	San Jose, Oakland, Anaheim	0.9346
2	1424 m/s	-0.1218	motor sports	Oakland, Moreno Valley, Los Angeles	0.5678	golf, running	0.8168	813	Santa Clarita, Fresno, San Francisco, Bakersfield, Chula Vista	0.5101
3	729 m/s	0.2389	football	Fresno	0.6358	tennis	0.9953	-28	SAN DIEGO	1.1414
4	661 m/s	0.1065	Running	Sacramento	0.6579	boxing	-0.1605	1034	San Jose	0.9178
4	704 m/s	0.5447	soccer	Sacramento	1.2658	boxing	-0.3417	535	Oakland, Long Beach, Anaheim	0.5156
1	493 m/s	0.2383	boxing	Long Beach, Modesto	1.2351	volleyball, soccer	1.3692	965	San Bernardino	0.8278
3	1147 m/s	0.1687	motor sports	Chula Vista, Fremont, San Francisco, Stockton, Santa Clarita, San Bernardino, Fresno	0.5339	track & field	0.7221	252	Riverside, Santa Ana, Modesto, Los Angeles	0.8408
0	1083 m/s	0.0544	tennis	Santa Ana, Irvine, Riverside	0.707	badminton	0.8267	191	Sacramento	0.0119
2	854 m/s	-0.0825	track & field	Oakland, Los Angeles	0.0135	tennis	0.8702	1282	Fremont, Chula Vista, San Francisco, Bakersfield	1.3559
3	1090 m/s	0.087	N/A	Fremont, Fresno, Santa Clarita, Chula Vista, Stockton	1.0273	None	0.6783	-300	Santa Ana	0.7918
0	705 m/s	0.571	tennis	Santa Ana, Irvine	0.5114	badminton	0.9195	2	San Diego	0.7158
3	814 m/s	0.2252	football	Chula Vista, Fresno, Stockton, Santa Clarita, Bakersfield	0.7	track & field	0.785	124	Modesto	1.0982
0	1024 m/s	0.6675	tennis	Irvine	0.5057	badminton	0.6996	635	San Diego	0.4778
0	670 m/s	-0.251	basketball	Santa Ana, Riverside, Irvine	0.9017	badminton	0.4878	-395	Sacramento	0.3477
2	755 m/s	-0.0852	volleyball	Moreno Valley, Los Angeles	0.9182	running	0.3815	1095	San Francisco, Bakersfield, Santa Clarita	0.7679
0	490 m/s	0.1371	ice hockey	Riverside, Santa Ana, San Jose	None	tennis	1.446	553	San Diego	0.1009
0	669 m/s	0.4663	ice hockey	San Jose, Irvine	0.619	badminton	0.7809	-88	Sacramento	0.2184
0	1170 m/s	0.2142	tennis	San Jose, Irvine, Santa Ana	0.4996	badminton	0.724	477	Sacramento	0.6255
2	759 m/s	0.5343	motor sports	Anaheim	0.5474	baseball	0.7568	1106	Bakersfield	1.0286
2	464 m/s	0.5409	None	Anaheim, Moreno Valley	0.4077	running	0.5109	1106	Bakersfield, Fresno, Santa Clarita	1.6614
1	1221 m/s	0.2823	golf	Modesto, Long Beach	1.0564	football, soccer	1.3091	671	San Bernardino	0.9376
1	949 m/s	0.2269	golf	Long Beach, Modesto	1.4564	football	0.9658	985	Moreno Valley	0.8757
2	1334 m/s	1.215	motor sports	Oakland, Los Angeles	0.1587	running, golf	1.1798	410	San Francisco, Santa Clarita, Fresno	1.2069
3	1052 m/s	0.4295	baseball	Chula Vista, Santa Clarita, Stockton, San Bernardino, Fresno, San Francisco	0.3708	tennis	1.1101	439	Los Angeles, Irvine, Santa Ana, Riverside, Stockton	1.0605
3	956 m/s	0.6881	NULL	Fremont, San Bernardino	0.6078	track & field	0.8843	510	San Bernardino	1.3399
3	1413 m/s	-0.4585	football	San Bernardino, Chula Vista, San Francisco	0.4685	tennis	1.482	-117	Irvine	1.2276
2	1468 m/s	-0.0535	motor sports	Los Angeles	0.5912	running	1.3511	-14	Chula Vista, Santa Clarita, San Francisco	0.896
1	462 m/s	0.7371	boxing	Modesto	1.2425	soccer	0.3895	557	Moreno Valley	1.0839
1	732 m/s	0.6618	golf	San Diego	0.8498	football	1.5101	1466	San Bernardino	0.692
0	1052 m/s	0.2538	tennis	Santa Ana, Irvine, San Jose	0.7933	badminton	0.9351	-268	Sacramento	0.464
4	525 m/s	1.0841	soccer	Sacramento	0.1572	basketball, motor sports, boxing	0.5365	346	San Jose, Oakland, Long Beach	1.3476
3	695 m/s	-0.1107	baseball	Bakersfield	-0.1684	track & field	0.3981	749	Stockton, Modesto, Irvine, Riverside, Los Angeles	0.1662
4	379 m/s	0.5491	boxing	Sacramento	0.5183	basketball, boxing, motor sports	0.5134	1750	Oakland, Anaheim, San Jose	1.3124
4	301 m/s	0.3083	running	Sacramento	0.6943	boxing, basketball, motor sports	0.0493	632	Oakland, Long Beach, San Jose	0.6459
3	919 m/s	-0.6569	badminton	Fresno, Bakersfield, Fremont, Santa Clarita	0.782	tennis	0.9527	477	lOS aNGELES	1.866
2	1579 m/s	0.026	motor sports	Anaheim, Moreno Valley, Los Angeles	0.5044	running, golf	1.0496	1398	Fresno, San Francisco, Bakersfield, Santa Clarita	0.7766
1	525 m/s	0.026	golf	Santa Ana, Irvine, Riverside	0.846	football, soccer	0.4346	-7	San Bernardino	0.7808
3	692 m/s	-0.3714	baseball	Bakersfield, San Francisco, San Bernardino, Stockton	1.096	tennis	1.1741	108	Modesto	0.8821
0	769 m/s	0.4854	tennis	Riverside, Santa Ana	0.4662	running	1.0356	228	Sacramento	0.614
2	967 m/s	0.0669	basketball	Moreno Valley, Los Angeles	0.1539	golf	0.8849	399	Chula Vista, Santa Clarita, Fremont, San Francisco, Fresno	0.959
